Clone,Rater,Maternal Parent,Paternal Parent,Cross,EVAL Year,EVAL Location,Rel/BRD,Mature Leaf Color,Branching,Plant Type,Climbing,Flower Habit,Savoy,Vigor,Color Uniformity,Overall App.,Comments,,Breeding
5457-12,,2719-5,1863-3,2719-5x1863-3,2003,HCRS,B-6,8,5,sl tr,,9,,6,,3,"ext flw, w/ good visibilty, though traveling plt, ok branching, big flwr ped.",,
5457-25,,2719-5,1863-3,2719-5x1863-3,2003,HCRS,B-6,p2,3,sl tr/ up ,,8,,5,,4,"great color for all - out flower w/ long ped., replace 1863-3?",,
5457-5,,2719-5,1863-3,2719-5x1863-3,2003,HCRS,B-6,p1,7,mcom/up,,8,,6,,4,"Exc flower for plant type, poor color, g flower visibility",,
5458-3,,2719-5,1925-9,2719-5x1925-9,2003,HCRS,"R,B-4",p3,3,com,,b-2,,6,,7,"improved bewitched, much better color, not a upright, still poorly branched",,
5460-22,,2719-5,2500-22,2719-5x2500-22,2003,HCRS,B-6,p3,3,sl  tr,,8,,7,,5,great purple color with heavy flwr,,
5460-24,,2719-5,2500-22,2719-5x2500-22,2003,HCRS,B-2,p3,7,com,,b3,,7,,5,compact mound w/ g. brt leaf size X BH - Vg color,,
5460-4,,2719-5,2500-22,2719-5x2500-22,2003,HCRS,B-6,p2,5,sl tr,,8,,8,,4,great purple with lots of flowers,,
5463-13,,2719-5,868-22,2719-5x868-22,2003,HCRS,B-3,p3,3,sl tr,,4,,6,,5,"v dark, full plant",,
5463-18,,2719-5,868-22,2719-5x868-22,2003,HCRS,B-6,p2,5,sl  tr,,7 buds,,5,,5,"open appearance, lots of buds visible",,
5463-22,,2719-5,868-22,2719-5x868-22,2003,HCRS,B-4,p2 var,5,sl  tr,,6,,6,,3,"some var - look at for variability, not pink purple reddish pink, not good contrast",,
5463-7,,2719-5,2808-2,2719-5x2808-2,2003,HCRS,B-2,p3,3,up com,,3,,6,,5,nice plant habit X Bhearts,,
5465-0,,2719-5,4005-3,2719-5x4005-3,2003,HCRS,B-6,p1,5,sl  tr,,7,,6,,3,highly visible flowers,,
5465-17,,2719-5,4005-3,2719-5x4005-3,2003,HCRS,B-6,p1,5,up ,,8,,6,,5,"nice plant w/ big flwr, not much color",,
5465-33,,2719-5,4005-3,2719-5x4005-3,2003,HCRS,B-6,p1,3,m com,,7,,6,,4,"G. flwr size and #, ok plant, weak color",,
5465-8,,2719-5,4005-3,2719-5x4005-3,2003,HCRS,B-6,p3,3,sl  tr,,8,,6,,5,great color w/ excellent flowers,,
5467-1,,2719-5,4061-1,2719-5x4061-1,2003,HCRS,B-2,p2,7,v up com,,0,,7,,5,v upright compact plant that is well branched - X BH for plant types,,
5479-1,,2769-1,1859-55,2769-1x1859-55,2003,HCRS,B-2,p2,7,com,,6,,6,,5,"compact, well br mound w/ g yellow background X B reds",,
5480-1,,2769-1,2349-1,2769-1x2349-1,2003,HCRS,"B-8,7 sc br. Repl",12,3,tr,,0,,3,,5,yellow bronze w/g. veins but poor plant type,,
5485-1,,2769-1,3000-1,2769-1x3000-1,2003,HCRS,,1,3,com,,B-3,,5,,5,"Imp. SCLG? Dense, but bkz of tight nodes net branching , much morec compact the SCLG, fat central lobe",,
5491-15,,2769-1,N35,2769-1xN35,2003,HCRS,B-1,p2,3,sl  tr,,5,,7,,3,X SC Br replacement - border red,,
5491-6,,2769-1,N35,2769-1xN35,2003,HCRS,B-2,p2,3,m com,,3,,7,,4,"X for BH red, up to 20X16 cm",,
5496-1,,2779-1,1925-9,2779-1x1925-9,2003,HCRS,B-6,p1,5,sl  tr,,8,,5,,4,"dk lav flowers, w/ ok visibility",,
5502-1,,2822-3,2619-89,2822-3x2619-89,2003,HCRS,B-6,11,3,mcom,,b-2,,5,,6,"Good color, low growing",,
5510-4,,2868-2,1886-7,2868-2x1886-7,2003,HCRS,B-6,p2,3,sl  tr,,7,,6,,4,long ped. Some flwr visible,,
5516-6,,2868-2,2719-5,2868-2x2719-5,2003,HCRS,"R, B-3",p3,5,mcom,,4,,6,,5,"lower growing, dark purple heart",,
5516-7,,2868-2,2719-5,2868-2x2719-5,2003,HCRS,B-2,p2,3,com/up,,4,,6,,5,"Nice plant w/g. color, long tips per lvs",,
5516-7,,2868-2,2719-5,2868-2x2719-5,2003,HCRS,"R, B-3",p3,5,mcom,,4,,6,,5,more upright than 5516-6,,
5522-3,,2879-1B,848-6,2879-1Bx848-6,2003,HCRS,B-3,10,7,comp,,0,,4,,,ok bronze color but exc. Branching + nice hts,,
5523-10,,2879-1B,953-10,2879-1Bx953-10,2003,HCRS,B-7,10,3,tr,,0,,6,,5,nice bronze w/ great vigor,,
5536-8,,2894-104,1863-3,2894-104x1863-3,2003,HCRS,B-5,p1,3,tr/dm,,7,,6,,3,clm/tr w/ ^ flw,,
5538-4,,2894-104,3582-5,2894-104x3582-5,2003,HCRS,"B-1,5",2/10,9,com,,0,,2,,3,"Exc. Branching in poor bronze, use for branching",,
5538-5,,2894-104,3582-5,2894-104x3582-5,2003,HCRS,"B-1,5",2/10,9,com/clm,,0,,2,,3,"Exc brt climbing ling central , poor color",,
5558-1,,2844-209,4760-1,2844-209x4760-1,2003,HCRS,B-1,2/11,5,com,,b-1,,7,,4,green/red but v. nice plant,,
5562-4,,2912-3,848-6,2912-3x848-6,2003,HCRS,B-7,2/11,3,sl tr,,b-2,,4,,4,Greenish red but ok color,,
5565-2,,2912-3,2349-1,2912-3x2349-1,2003,HCRS,B-2,p2,3,mcom,,b-3,,7,,5,Good color in upright 1/2 lime,,
5565-4,,2912-3,2349-1,2912-3x2349-1,2003,HCRS,B-7,2/11,7,"up,com",,0,,7,,4,Greenish red w/ some frosting but g. upright well branched plant,,
5576-18,,3000-1,1859-55,3000-1x1859-55,2003,HCRS,B-1,p1,7,com,,5,,6,,4,Exc. Plant type w/ flw + branching,,
5576-39,,3000-1,1859-55,3000-1x1859-55,2003,HCRS,B-4,p1/2,3,sl tr,,7,,6,,5,Colors var. - green edges on light pur leaves,,
5576-42,,3000-1,1859-55,3000-1x1859-55,2003,HCRS,B-1,p1,5,com,,5,,7,,4,Good color per 1/2 lime,,
5577-25,,3000-1,1863-3,3000-1x1863-3,2003,HCRS,"B-6,B-1",p1,5,mcom,,7,,7,,4,Good flw visibility,,
5577-27,,3000-1,1863-3,3000-1x1863-3,2003,HCRS,B-1,p1,5,com,,6,,5,,,Compact free flw 1/2 lime,,
5584-5,,3000-1,4040-6,3000-1x4040-6,2003,HCRS,B-4,2-9,5,mcom,,0,,4,,4,"Purple fading to green margins, type var. Nevel multi colored",,
5588-2,,3386-1,1863-3,3386-1x1863-3,2003,HCRS,B-5,p1,3,tr/clm,,5,,7,,3,Partial climber,,
5591-1,,3386-2,2894-104,3386-2x2894-104,2003,HCRS,B-5,12,7,clm,,0,,3,,3,"Lighter color then -2+-4, still g. br + clm?",,
5591-2,,3386-2,2894-104,3386-2x2894-104,2003,HCRS,B-5,10,7,clm,,0,,4,,3,"poor bronze color, exc. Br , some clm",,
5591-4,,3386-2,2894-104,3386-2x2894-104,2003,HCRS,B-5,10,7,clm,,0,,4,,3,poor bronze color but exc climbing,,
5591-8,,3386-2,2894-104,3386-2x2894-104,2003,HCRS,B-3,10,7,com,,0,,3,,3,Green- bronze with exc branching + small lvs- X valentine,,
5594-2,,3386-2 BR,1863-3,3386-2 BRx1863-3,2003,HCRS,B-5,p1,3,up/tr,,5w/seed,,3,,3,"Upright /tr habit, openx xlm",,
5598-2,,3415-15,1863-3,3415-15x1863-3,2003,HCRS,B-5,p1,3,tr,,7,,4,,3,traveling plant w/g. flw,,
5599-4,,3420-1 Br,735,3420-1 Brx735,2003,HCRS,B-4,2,7,com,,6,,7,,4,"Compact, moundings, deeply label 1/2 usual back cross",,
5602-1,,3439-36,953-36,3439-36x953-36,2003,HCRS,B-5,p1,3,v.tr,,2,,7,,3,"Reddish caste, travler/clm",,
5605-3,,3439-36,1358-2,3439-36x1358-2,2003,HCRS,B-3,p1,5,sl tr,,2,,6,,3,X for yellow base,,
5606-11,,3439-36,1863-3,3439-36x1863-3,2003,HCRS,"B-6,B-5",p1,3,tr,,8,,3,,4,"nice dk lav flw w/^ # buds/ ped, trailing",,
5606-22,,3439-36,1863-3,3439-36x1863-3,2003,HCRS,B-5,p1,3,clm,,6,,3,,3,,,
5607-10,,3439-36,1866-7,3439-36x1866-7,2003,HCRS,B-6,p1,3,sl tr,,7,,2,,3,"Flowers open at 4:15, weak + poorly branched                                                                                                                                                                                                 ",,
5607-9,,3439-36,1866-7,3439-36x1866-7,2003,HCRS,B-4,2/p2,3,sl tr,,0,,2,,3,"distorted leaves, weak , new UAR",,
5608-6,,3439-36,1925-9,3439-36x1925-9,2003,HCRS,B-6,p2,3,mcom,,5,,4,,3,"Dark lav flower , fair plant",,
5614-16,,3439-36,2719-5,3439-36x2719-5,2003,HCRS,B-2,p2,5,"up,com",,B1,,7,,6,"Compact upright, g. color purple nice",,
5614-2,,3439-36,2719-5,3439-36x2719-5,2003,HCRS,B-2,p3,3,sl tr,,6,,6,,5,"^ flw /ped. , g. purple color",,
5617-3,,3439-36,2868-2,3439-36x2868-2,2003,HCRS,"R,B",9,3,sl tr,,4,,3,,6,"N35 type , heart lvs, crinkling, finishes purple w/g. red tip nice but vigor off",,
5617-4,,3439-36,2868-2,3439-36x2868-2,2003,HCRS,,p3,3,sl tr,,0,,3,,5,"some normal, some narrow leaves, mix shapes 1/2 long, 1/2  ",,
5622-1,,3439-36,4384-1,3439-36x4384-1,2003,HCRS,R,p2/2,5,tr,,5,,7,,4,"Green/pur var. modes+ contrast, tr",,
5658-1,,4005-3,953-36,4005-3x953-36,2003,HCRS,B-2,p2,3,tr,,4,,7,,3,"X for big hreat reds, big leaf 19X17",,
5660-1,,4005-3,1863-3,4005-3x1863-3,2003,HCRS,B-5,p1,3,tr/clm,,7,,3,,3,Tailing / climbing purple X for color + flws into climbers,,
5661-1,,4005-3,1866-7,4005-3x1866-7,2003,HCRS,B-4,p2/g,3,com,,7,,6,,5,"gr/pur var, exc flower, fair contrast",,
5664-4,,4005-3,2500-1,4005-3x2500-1,2003,HCRS,B-6,p2,3,sl tr+up,,6,,5,,4,ok plant w/g. ped length+ color X for peduncles,,
5667-22,,4005-3,2719-5,4005-3x2719-5,2003,HCRS,B-6,p3,3,sl tr,,8,,5,,5,V.g. purple color w/ heavy flowering,,
5667-8,,4005-3,2719-5,4005-3x2719-5,2003,HCRS,B-6,p2,3,mcom,,8,,6,,4,Some flowers at foliage level,,
5671-1,,4005-3,4384-1,4005-3x4384-1,2003,HCRS,B-3,p2,3,sl tr,,4,,5,,3,X for ht reds. G. purple for cross,,
5676-1,,4050-5,2500-22,4050-5x2500-22,2003,HCRS,B-7,p1,3,mcom,,5,,5,,3,X for red sulfur type,,
5685-1,,4061-1,4050-5,4061-1x4050-5,2003,HCRS,B-8,0,,mcom,,0,,3,,4,"yellow w/g. veins, burning",,
5685-2,,4061-1,4050-5,4061-1x4050-5,2003,HCRS,B-2,1,3,sl tr,,0,,6,,4,Big ht yellow,,
5686-5,,4061-1,4120-2,4061-1x4120-2,2003,HCRS,B,1,3,com/up,,0,,6,,5,"Upright compact lime, uniform color, nice hearts X w/yellow ",,
5687-1,,4061-1,4350-1,4061-1x4350-1,2003,HCRS,B-3,1,3,sl tr,,0,,4,,4,"Ht lime, g. uniform type , nice hts, low growing",,
5694-1,,4116-1,1866-7,4116-1x1866-7,2003,HCRS,B-4,2,5,"sl tr,up",,8,,6,,4,Xw/ 4116-1 off spring w/ped tips. Best plant type- ,,
5694-8,,4116-1,1866-7,4116-1x1866-7,2003,HCRS,"R,B-4",p1,3,v. up,,0,,5,,4,Steve picks bewitched w/dark lvs,,
5696-1,,4116-1,1925-35,4116-1x1925-35,2003,HCRS,B-4,8,3,com,,7,,4,,4,"big ht fiesta type, fends green",,
5700-6,,4116-1,2648-14,4116-1x2648-14,2003,HCRS,"R,B-6",2,3,mcom,,8,,7,,7,grean plant w/ purple tips and g. flower visibility nice X w/ purple,,
5703-5,,4116-1,2868-2,4116-1x2868-2,2003,HCRS,B-10,p3,5,mcom,,7,,5,,4,"SCP replacement , Xw/SCP types for flw X color",,
5709-2,,4116-1,L99-35,4116-1xL99-35,2003,HCRS,B-4,2,3,mcom,,6,,6,,,X w/4116-1 off spring to test tips,,
5710-3,,4116-1,N35,4116-1xN35,2003,HCRS,b-4,8var,3,mcom,,15-3,,3,,5,"Toothed N35 type, ends gr/pur , good contrast but a bit weak N35 var.",,
5713-2,,4116-1,OP,4116-1xOP,2003,HCRS,"R,B-5",8,3,sl tr,,9,,5,,5,All out flowering 3-4 open flowers on many ped. Plus visible w/v.long peduncle,,
5713-3,,4116-1,OP,4116-1xOP,2003,HCRS,B-4,2,3,tr,,7,,7,,,Plt type to cross w/4116-1 types,,
5713-4,,4116-1,OP,4116-1xOP,2003,HCRS,"R, B-4",8var,3,mcom,,5,,7,,7,"Festive ends green bh/purple + red immature w/line tip, N35 var. pretty",,
5714-1,,4120-1,338-1,4120-1x338-1,2003,HCRS,"B-7,R",10,3,mcom,,0,,5,,6,Nice bronze big leaf s-type,,
5716-5,,4120-1,953-10,4120-1x953-10,2003,HCRS,B2-3,11,3,tr,,0,,5,,5,"G. red color, ends a bit green , trailing",,
5717-1,,4120-1,2500-22,4120-1x2500-22,2003,HCRS,B-7,p3,3,tr,,0,,7,,4,Cross for S peds. Exc color for vl red,,
5717-4,,4120-1,2500-22,4120-1x2500-22,2003,HCRS,B-3,p3,3,sl tr,,3,,5,,4,"X for SH reds, Exe color for 1/2 repet.",,
5718-2,,4120-1,2868-2,4120-1x2868-2,2003,HCRS,B-7,p3,5,tr,,6,,7,,4,S-type purple - Tr X S-reds,,
5719-10,,4120-1,4350-1,4120-1x4350-1,2003,HCRS,B-4,1,3,mcom,,0,,2,,5,"Funky, small leaved, triangular lime w/ funky , toothing purple margins, specially",,
5719-13,,4120-1,4350-1,4120-1x4350-1,2003,HCRS,B-3,12,3,tr,,0,,5,,3,"trailing yellow- bronze type, pur stem, g. veins",,
5719-2,,4120-1,4350-1,4120-1x4350-1,2003,HCRS,B-3,0,3,tr,,0,,3,,4,"heart yellow, g. uniformity, X w/5686-5",,
5721-2,,4120-2,953-10,4120-2x953-10,2003,HCRS,B-2,11,3,sl tr,,0,,5,,4,"Bright red, ends green",,
5722-1,,4120-2,2500-22,4120-2x2500-22,2003,HCRS,B-6,p3,3,sl tr,,4,,5,,,Flower has darker lav flecks on limb,,
5733-1,,4263-2,2769-1,4263-2x2769-1,2003,HCRS,B-sc,11/2,3,sl tr,,0,,6,,5,Dk purple/red fill,,
5737-1,,4263-2,4040-6,4263-2x4040-6,2003,HCRS,,11,3,mcom,,0,,4,,,"middle finger long central lobe and 1/2 lobe on 1 side! Weird, poor color",,
5741-1,,4263-4,3000-1,4263-4x3000-1,2003,HCRS,B-1,2/11,3,com,,0,,3,,3,"Nicely lobed, ok color still greenish",,
5742-3,,4263-4,4040-6,4263-4x4040-6,2003,HCRS,B-1,2/11,3,mcom,,0,,3,,3,"Greenish, purple, deep thing",,
5742-4,,4263-4,4040-6,4263-4x4040-6,2003,HCRS,B-1,2/11,3,com,,0,,3,,3,"Small plant w/deep lebing , greenish",,
5742-6,,4263-4,4040-6,4263-4x4040-6,2003,HCRS,B-1,11,3,low mcom,,0,,3,,4,"good red, low grower",,
5771-6,,4350-1,2879-1B,4350-1x2879-1B,2003,HCRS,B-3,10,3,up/mcom,,0,,5,,4,Greenish bronze w/orange ,,
5771-8,,4350-1,2879-1B,4350-1x2879-1B,2003,HCRS,,12,3,up,,0,,4,,4,"yellow bronze w/ yellow frosting, upright , thick branches",,
5772-2,,4350-1,4120-1,4350-1x4120-1,2003,HCRS,B-2,10/2,3,sl tr,,0,,7,,4,"Greenish red, vigorous heart red",,
5772-5,,4350-1,4120-1,4350-1x4120-1,2003,HCRS,B-5,1,3,tr/clm,,0,,5,,5,Climbing lime/yellow,,
5780-1,,4384-1,4005-3,4384-1x4005-3,2003,HCRS,B-2,p1,3,sl tr,,4,,7,,,1/2 yellow w/ pig ht + g. flower size,,
5780-4,,4384-1,4005-3,4384-1x4005-3,2003,HCRS,B-5,p2,3,tr,,5,,5,,,1/2 yellow w/g. purple X w/ climbers -wants to climb?,,
5809-1,,N35,1925-35,N35x1925-35,2003,HCRS,"R,B-6",p2,3,mcom,,7,,5,,5,"Send to bodger for flw at foliage level, in purple plant",,
5821-1,,sulfur ,4005-3,sulfur x4005-3,2003,HCRS,B-7,p1,3,sl tr,,8,,5,,3,S type plant w/ ^ flw X=>5 reds,,
3066-(06)-1,,1644-32N,N35,1644-32NxN35,2002,HCRS,B-3,0,3,tr,,0,,5,,5,"Low, trailing yellow, one of best yellow colors in field, no burning",,
3144-1,,,,,2002,HCRS,,,,,,,,,,,See desc in rep trial,,
3147-18,,1650-9N,OP,1650-9NxOP,2002,HCRS,"R,B-1",p2,7,"com,up",,0,,7,,6,"Bodger Border sel., upright, compact, DENSE.  purple color so-so, ends green , fat central lobe, not my pick",,
3430-5,,N35,1644-32N,N35x1644-32N,2002,HCRS,R,P3,5,m com/up,,b,,6,,7,"SCP replacement candidate, g. color + habit, too upright? similar to N35p",,
3444-22,,N35,OP,N35xOP,2002,HCRS,B-6,p1,3,sl tr,,6,,6,,4,large flowers  5.5-6 cm wide,,
3452-4,,N36-1,N35,N36-1xN35,2002,HCRS,B-6,p1,3,tr,,"6, seed",,7,,3,"Big flw Blackie type w/long peduncles, some flw visible",,
4001-8,,1857-1,OP,1857-1xOP,2002,HCRS,B-4,p2,5,m com,,6,,6,,5,"Purple leaves with green edge, check heritability of trait ",,
4002-11,,1859-1,OP,1859-1xOP,2002,HCRS,B-1,p2,7,m com,,0,,5,,6,"Border pur, pur tips, a bit open",,
4005-3,,1925-18,OP,1925-18xOP,2002,HCRS,B-2,p2,3,v tr,,5,,8,,4,"Trailing purple, med sz heart, nice leaf shape, long peduncles, but still not visible",,
4020-5,,1931-17,OP,1931-17xOP,2002,HCRS,B-3,p3,5,m tr,,b-4,,3,,4,"Small spade, long tip, X w/sm hts. g branching - looks like 1650-9N",,
4040-6,,138-1,1928-1,138-1x1928-1,2002,HCRS,B-6,2/11,5,m com,,b,,6,,4,"Nice plant form, but too green, 6.5 cm flw, use for flw sz",,
4042-1,,342-17,1830-1,342-17x1830-1,2002,HCRS,B-4,0,3,sl tr.,,0,,4,,5,"breed for teeth, var. leaf sizes, bronze edge on imm. lvs, tips, vn teeth",,
4061-1,,707-2,1084-5,707-2x1084-5,2002,HCRS,"B-3,8",1,3,tr,,b,,6,,6,"Cross w/2500-22, sweathearts; v. nice ht lvs,  X w other purples",,
4065-2,,778-1,1080-5,778-1x1080-5,2002,HCRS,,,,,,,,,,,"Drop for sterility, very weak in field",,
4068-4,,778-1,1863-3,778-1x1863-3,2002,HCRS,"B-5,3",p1,3,ext tr.,,7,,5,,3,Free flw. 1/2 lime w/some pur X w/sm ht reds-if has 1863-3 female fertility can get ^seed ,,
4093-2,,953-1,1358-2,953-1x1358-2,2002,HCRS,B-2,10,3,tr,,b,,7,,5,"Big leaved bronze, var. leaf sizes",,
4108-1,,967-5,N35,967-5xN35,2002,HCRS,B-2,p1-2,3,m com,,b-6,,6,,4,"1/2 lime big heart purple, X w/BH reds.  Tip yel/gr and lighter overall color => g.reds? Thick stems",,
4110-1,,1080-5,N31,1080-5xN31,2002,HCRS,B-4,10,3,sl tr/mcom,,0,,2,,6,"Apricot color, g veins, low vigor an issue,  X w/ vigorous only",,
4116-1,,1080-7,1646-28N,1080-7x1646-28N,2002,HCRS,"B-4,9",2 g/g var,3,tr,,7,,5,,6,"N35 type var w/o any purple, lime/var tips turning green,  flw at top of foliage ,add red tip. B-9",,
4120-2,,1080-18,138-1,1080-18x138-1,2002,HCRS,"B-2,7",11,3,tr,,0,,4,,6,"exc color, some frosting, weak vigor, g parent",,
4121-1,,1080-18,SHP,1080-18xSHP,2002,HCRS,B-3,p2,3,tr,,0,,7,,4,"Plant similar to SHP , lvs bigger, 1/2 lime, X w/small ht reds esp SHR",,
4129-1,,1084-5,1376-7,1084-5x1376-7,2002,HCRS,B4,0,3,tr,,b,,4,,5,Heart-toothed yellow,,
4135-1,,1084-5,S,1084-5xS,2002,HCRS,"B-4,7",1,7,"m com, low",,0,,6,,5,"Low growing toothed-slightly lobed lime ,v full, mod-well br.",,
4150-1,,1358-2,1928-9,1358-2x1928-9,2002,HCRS,B-3,11/pur,5,com/up,,b,,4,,5,"Valentine, nice plant habit , a bit purple, upright red",,
4162-2,,1577-1,1084-5,1577-1x1084-5,2002,HCRS,B-8,0,3,sl tr - tr,,0,,4,,37381,"Best veining in field so far, good yellow , low vigor, some burning",,
4173-4,,1648-28N,1201-1,1648-28Nx1201-1,2002,HCRS,B-5,p1,3,v tr,,b-5,,7,,3,"trailing /climbing purple w/^buds, X w/true clm",,
4175-12,,1646-28N,1835-1V,1646-28Nx1835-1V,2002,HCRS,B-5,p2,3,v tr,,b,,5,,3,Good color for 1st round X Xw/clm,,
4175-6,,1646-28N,1835-1V,1646-28Nx1835-1V,2002,HCRS,B-5,p2,3,ext tr,,0,,7,,3,"V.g. color for 1st cross, mod. stem thickness",,
4206-1,,1664-1N,S,1664-1NxS,2002,HCRS,"B-2,3",7,3,tr,,6,,5,,4,"Nice ht leaf, decent color for 1st round, g flw, cream stigma",,
4263-2,,1928-1,953-36,1928-1x953-36,2002,HCRS,B-1,11,3,"tr,flat",,b,,4,,5,"A little greenish , flat growing",,
4263-5,,1928-1,953-36,1928-1x953-36,2002,HCRS,,,,,,,,,,,Drop for poor color,,
4263-6,,1928-1,953-36,1928-1x953-36,2002,HCRS,B-1,11,3,sl tr,,5,,7,,6,"Some frosting, unusual  lobing -hastate w/extra lobes, some greening, full app.",,
4295-1,,1928-14,2591-3,1928-14x2591-3,2002,HCRS,"R B-8,9",0-1,5,com,,b,,5,,7-8,"Full, symmetric lime/yellow, nice veins, tips, v. nice, more tip color?",,
4295-3,,1928-14,2591-3,1928-14x2591-3,2002,HCRS,B-9,1,7,m com,,7,,7,,4,"Red tipped lime, g tips but v lime base, X w/yellows, exc flw, g plant type",,
4327-8,,2591-2,1928-1,2591-2x1928-1,2002,HCRS,"B-8,9",37257,7,m com,,b-5,,6,,4,"Red tipped lime, almost gr, but exc veins + good tips+ flw, X w/yellows, exc br too",,
4327-8,,2591-2,1928-1,2591-2x1928-1,2002,HCRS,,,,,,,,,,,"Wrinkle, we have better tipped yellow ",,
4329-2,,2591-2,2279-1,2591-2x2279-1,2002,HCRS,,,,,,,,,,,In rep trial,,
4329-3,,2591-2,2279-1,2591-2x2279-1,2002,HCRS,"B-1,8",1,3,"low, m com",,b,,6,,6,"Long narrow main lobe, veins, v deep bottom lobes,  sib of border yellow? Deepest lobe of all, v. full, sl. bronze tipping, v. gr",,
4329-7,,2591-2,2279-1,2591-2x2279-1,2002,HCRS,"B-1,9",0,3,m com,,0,,,,6,"Low growing yellow, dense, colored tips, even color",,
4331-1,,2591-3,98-608,2591-3x98-608,2002,HCRS,B-6,2,3,tr,,5,,6,,3,Large flowers in free flw 1/2 lime,,
4335-2,,2591-3,1320-1,2591-3x1320-1,2002,HCRS,B-8,1,3,m com,,0,,5,,6,"Add fert. to veins? breeding only, veining OK",,
4350-1,,N28,1646-28N,N28x1646-28N,2002,HCRS,B-2,12,3,tr,,0,,7,,7,"Gold plant ,vigorous, long central lobe, good veins,a bit aggressive",,
4351-1,,N28,1835-1V,N28x1835-1V,2002,HCRS,B-5,2,9,clm,,0,,7,,6,"Exc. climber w/ 1835-1V branching too, gr fol. w/ lime tips",,
4363-1,,N35,953-61,N35x953-61,2002,HCRS,"B-1,7",p2-3,3,m com,,b,,7,,5,"Similar to N35P in app, but bigger lvs, much less br, thick stems, vg color for 1/2 lime",,
4384-1,,N49,1358-2,N49x1358-2,2002,HCRS,B-2,1,3,tr,,0,,7,,6,"V. nice yellow ht,  diff. background, pigment free, nice ht. shape",,
4399-3,,Purple ,N35,Purple xN35,2002,HCRS,B-2?,p2,3,com,,0,,6,,5,"Big leaved N35, thick stems. OK but no use?",,
4399-4,,Purple ,N35,Purple xN35,2002,HCRS,B-2,p2,3,m com/up,,b,,7,,7,"Upright big ht. purple w/pur tips. Good plant color but needs more branches X, thick stems",,
4403-2,,S,1320-1,Sx1320-1,2002,HCRS,B-8,1,5,m com,,0,,6,,5,"Exc. veins but in dk lime, good full plant",,
4413-2,,138-1,1664-1N,138-1x1664-1N,2002,HCRS,B-5,p1,3,tr/up,,b,,7,,4,X for S-type red,,
4416-3,,138-1,Sulfur,138-1xSulfur,2002,HCRS,B-2,1,3,m com,,0,,6,,6,"Low growing, slight leaf crinkle, some bronze leaf edges",,
4417-11,,338-1,364-2,338-1x364-2,2002,HCRS,B-7,12,3,tr,,0,,1,,6,"Peach color, v nice but low vigor, X, same as 953",,
4417-4,,338-1,364-2,338-1x364-2,2002,HCRS,"B-2,3",10,3,v tr,,b,,6,,6,"Med ht bz w/g-y base, SH Red leaf (Sl lobing), some frosting, g.tip contrast, fertile 953?",,
4428-2,,778-1,1892-2,778-1x1892-2,2002,HCRS,B-9,8,5,tr,,7,,8,,3,Cross w/heart yellows for red tips,,
4429-1,,778-1,1925-9,778-1x1925-9,2002,HCRS,B-3,8,5,m com,,8,,8,,4,"Green/pur small heart w/exc flw, X w/SH reds",,
4440-2,,866-3,4040-6,866-3x4040-6,2002,HCRS,B-1,11,3,m com,,b,,7,,4,"Vigorous deeply lobed dk red that ends greenish, check flw, X for borders, ^color ",,
4443-1,,866-5,2719-5,866-5x2719-5,2002,HCRS,B-2,7,5,m com,,b,,6,,5,"Cupped hearts, metallic sheen, full plant, nice color for 1/2 lime",,
4450-4,,874-9,1664-1N,874-9x1664-1N,2002,HCRS,B-2,8,3,sl tr,,0,,7,,3,"V large leaf, light pur, X w/BH reds, v. long peduncles, sl lobing",,
4455-1,,907-2,953-10,907-2x953-10,2002,HCRS,B-2,11,3,sl tr,,0,,6,,4,"Med ht red w/^frosting , nice tip contrast",,
4455-1,,907-2,953-10,907-2x953-10,2002,HCRS,R B-3,11,3,sl tr,,0,,6,,7,"Var lf size, nice color, some frosting, some gr mat lvs, better than 953-10",,
4460-1,,953-10,848-6,953-10x848-6,2002,HCRS,B-2,10,3,m com/up,,0,,5,,6,"Mod- light br w/vweins, uprught, nice app, g color",,
4460-3,,953-10,848-6,953-10x848-6,2002,HCRS,"R B-2,3",11,3,sl tr,,0,,6,,6,"Some frosting, repeat cross, poor branching",,
4462-1,,953-10,953-36,953-10x953-36,2002,HCRS,"B-2,3",11,3,m com/up,,0,,6,,7,"Nice ht. better branching, var. leaf size, sl. gr ",,
4463-1,,953-10,1080-18,953-10x1080-18,2002,HCRS,B-8,1,3,m com,,buds,,4,,4,"Greenish-yellow but g veins, lvs both gr + yel, sickly look",,
4484-2,,967-5,953-61,967-5x953-61,2002,HCRS,B-7,10,3,tr?,,0,,2,,5,"Nice br color but low vigor, veins",,
4485-3,,967-5,1080-18,967-5x1080-18,2002,HCRS,B-2,11,3,m com,,buds,,3,,6,"Multi colored - red/br/yel, but weak, some leaf curling",,
4508-1 ,,1084-5,1664-1N,1084-5x1664-1N,2002,HCRS,B,2,3,tr,,4,,7,,4,"purple tipped ht w/g veins, X w/small ht limes -purple stigma",,
4508-3,,1084-5,1664-1N,1084-5x1664-1N,2002,HCRS,B,2,3,"up, sl tr",,6,,7,,5,"pur tipped ht , shows tips well, upright, g flw, purple stigma, X for pur tipped ht limes",,
4520-7,,1320-1,2591-1,1320-1x2591-1,2002,HCRS,B-8,1,5,m com,,0,,7,,6,"Even lime w/good veins, g plant type, full,  X w/veins",,
